Name,Lat,Long,Depth
vcuhet,-12.827652,45.433078,29.442383
vcujfh,-12.761368,45.318368,37.768066
vcuocv,-12.762759,45.307566,39.669434
vcusxf,-12.793388,45.439255,39.95752
vcuwrf,-12.803235,45.411159,35.520996
vcvebj,-12.778185,45.433161,37.27832
vcvfgy,-12.78063,45.416238,41.052246
vcvmzp,-12.74544,45.305084,43.616211
vcvxzd,-12.805511,45.399095,21.937744
vcwlpv,-12.868468,45.337945,41.196289
vcwtkt,-12.7877,45.418386,29.644043
vcwupw,-12.763939,45.368394,24.256836
vcwvnn,-12.786275,45.411189,25.898926
vcwzfp,-12.843462,45.657729,31.401367
vcxbqg,-12.786448,45.315074,40.96582
vcxjrp,-12.815898,45.378735,40.706543
vcxlxm,-12.796224,45.44501,35.175293
vcxoch,-12.708738,45.326756,45.344727
vcxsdt,-12.734148,45.312307,43.500977
vcyalh,-12.799597,45.352846,38.286621
vcyfwt,-12.784029,45.342078,32.928223
vcygvz,-12.78442,45.361875,36.529297
vcyjoe,-12.782668,45.369438,33.38916
vcyuvf,-12.803516,45.633639,25.034668
vcyxsb,-12.794963,45.332336,36.932617
vczgxu,-12.781147,45.314726,36.097168
vczisx,-12.808039,45.333389,40.245605
vczlqv,-12.810966,45.673594,26.907227
vczmza,-12.772825,45.397534,21.980957
vczpyd,-12.809583,45.403948,35.981934
vdacme,-12.779159,45.383124,23.133301
vdahdy,-12.833639,45.421187,41.974121
vdajgh,-12.75503,45.329179,34.944824
vdclrm,-12.78066,45.434237,31.660645
vdcqja,-12.807498,45.424832,28.606934
vddelt,-12.759756,45.400077,37.047852
vddtxe,-12.813841,45.41474,36.500488
vdekxn,-12.799709,45.415485,30.508301
vdeypn,-12.806255,45.325112,34.282227
vdfbpb,-12.770439,45.451171,29.615234
vdgcih,-12.818025,45.382331,23.133301
vdgtyy,-12.835757,45.419743,32.928223
vdhdcb,-12.806068,45.414754,33.504395
vdhfnb,-12.8096,45.414028,35.23291
vdhrff,-12.79672,45.327652,37.019043
vdhtzo,-12.768062,45.401682,21.966553
vdhymy,-12.840024,45.436298,32.352051
vdigjq,-12.788467,45.455822,40.937012
vdiwxq,-12.828587,45.361429,29.874512
vdjlvc,-12.812057,45.404303,38.200195
vdjzdf,-12.799698,45.409005,26.071777
vdkgqh,-12.817912,45.323288,40.130371
vdkihs,-12.805219,45.336995,35.463379
vdkqwv,-12.769884,45.336347,35.578613
vdlere,-12.793205,45.435476,22.312256
vdlpgn,-12.792074,45.302103,33.245117
vdlvev,-12.829328,45.38015,28.549316
vdmkos,-12.825793,45.379436,23.018066
vdmshv,-12.745487,45.550908,39.669434
vdncgy,-12.806795,45.426993,34.771973
vdoxxy,-12.698936,45.374277,44.422852
vdpang,-12.86861,45.415725,45.344727
vdpbce,-12.836446,45.40966,41.052246
vdpfyr,-12.778554,45.443599,36.039551
vdpolw,-12.860046,45.368209,41.426758
vdqgtz,-12.851497,45.332219,41.541992
vdqmoa,-12.799394,45.438885,37.739258
vdqpjq,-12.790871,45.412981,33.245117
vdriwf,-12.815065,45.313213,35.23291
vdrsoc,-12.781956,45.36656,37.364746
vdrwxt,-12.773623,45.453686,41.628418
vdshwk,-12.783275,45.318321,37.998535
vdsiul,-12.732699,45.496939,32.063965
vdsugr,-12.770417,45.436773,27.541016
vdttnh,-12.793044,45.445376,35.146484
vduasw,-12.856136,45.355614,38.11377
vduczp,-12.817344,45.396733,29.183105
vdugtq,-12.738483,45.359806,42.118164
vdukia,-12.803981,45.434918,35.23291
vdvgmt,-12.836661,45.33441,30.652344
vdvsrw,-12.818107,45.430574,28.549316
vdvxir,-12.75,45.487916,41.541992
vdwbiu,-12.75499,45.309743,42.089355
vdwcis,-12.808876,45.403949,28.088379
vdwfdp,-12.839266,45.405335,23.248535
vdwpts,-12.82801,45.436318,33.734863
vdxcbv,-12.805392,45.433475,28.779785
vdxfph,-12.789624,45.313268,41.052246
vdxjre,-12.775218,45.599108,36.27002
vdxtki,-12.823678,45.662064,23.795898
vdxypr,-12.796532,45.417291,37.27832
vdyrmo,-12.833058,45.300573,36.932617
veadrw,-12.751608,45.388214,24.919434
veamze,-12.778203,45.44468,48.916992
veanzt,-12.832038,45.319657,41.16748
veaoxb,-12.818007,45.372251,40.36084
vebfxw,-12.796202,45.431331,30.335449
vebpcb,-12.877121,45.434436,34.62793
vebqvf,-12.801618,45.303882,36.27002
vecdor,-12.824067,45.402122,37.451172
vedykk,-12.774955,45.403289,28.549316
veegag,-12.790871,45.412981,32.438477
veehwh,-12.751123,45.319469,40.620117
veevyh,-12.780526,45.357923,36.730957
veeyma,-12.796503,45.400011,34.166992
vefbyq,-12.806755,45.403233,29.240723
vefdwt,-12.821471,45.336241,39.266113
vefqvw,-12.810273,45.394586,23.075684
vegljo,-12.82232,45.414006,27.915527
vehkkt,-12.792683,45.440696,35.405762
vehrqn,-12.857289,45.407103,42.00293
vehuxi,-12.780628,45.414798,34.42627
veieap,-12.751356,45.449042,43.84668
veiijr,-12.771132,45.441811,25.178711
veijni,-12.829237,45.332625,37.998535
vejbny,-12.821283,45.428048,29.845703
vejikg,-12.806448,45.332852,23.003662
vejloj,-12.812232,45.310339,26.705566
vejwqn,-12.797552,45.393889,23.939941
vejxwk,-12.795969,45.306054,39.438965
vekmxu,-12.711486,45.289324,34.743164
vekord,-12.806791,45.424833,24.57373
velaby,-12.88036,45.472963,42.838379
velgyu,-12.777169,45.4616,32.467285
veludh,-12.815082,45.321854,36.903809
veluyg,-12.784493,45.402192,37.220703
vemare,-12.764206,45.324121,38.51709
vemloh,-12.791954,45.426298,30.220215
vemurb,-12.768797,45.170771,29.874512
vemwjn,-12.830745,45.382307,27.05127
venilq,-12.863205,45.35704,39.842285
venndk,-12.824669,45.345235,37.393555
vennyw,-12.823221,45.327957,39.352539
veodfl,-12.787733,45.438545,36.903809
veoqrb,-12.820885,45.401047,34.771973
veovpn,-12.825883,45.432001,32.352051
vepftg,-12.842681,45.341238,35.578613
vephzm,-12.85012,45.350945,37.393555
vepnko,-12.834389,45.448549,33.101074
veppoh,-12.819517,45.428411,35.117676
vepxyr,-12.796475,45.384171,30.709961
veqcfh,-12.872703,45.335055,40.735352
veqgbv,-12.794801,45.439253,26.359863
veqhan,-12.799026,45.429886,30.911621
veqkqk,-12.853321,45.362101,37.940918
veqtxw,-12.814666,45.291973,40.96582
veqxaj,-12.790767,45.601252,38.689941
verbek,-12.803961,45.422678,30.508301
verdmm,-12.764337,45.39323,29.586426
vermfe,-12.800413,45.414044,26.244629
vernpf,-12.820499,45.382687,35.319336
verood,-12.775017,45.440725,28.203613
versaq,-12.821212,45.672507,32.294434
vervka,-12.790808,45.376982,35.780273
vervxp,-12.767109,45.362989,33.965332
vesbff,-12.84278,45.394527,41.628418
veseaj,-12.795,45.351055,32.553711
vesfre,-12.718654,45.338252,43.385742
vesnwa,-12.779387,45.317969,39.006836
vesrhu,-12.782083,45.440714,23.133301
vestan,-12.761472,45.371639,36.154785
vesubx,-12.829338,45.670701,34.397461
veswqw,-12.765352,45.368392,34.282227
vesypw,-12.789871,45.45006,28.89502
vesztf,-12.772353,45.333822,33.245117
veterm,-12.747817,45.445449,34.455078
vetkjh,-12.823213,45.323636,32.092773
vetpda,-12.867519,45.397362,33.043457
vetsvc,-12.848462,45.411079,32.121582
veublg,-12.842902,45.277508,33.59082
veuiib,-12.832576,45.419388,34.455078
veurpr,-12.814703,45.309254,37.163086
veurwr,-12.826429,45.441901,26.230225
veuwta,-12.744579,45.409822,36.327637
vevllf,-12.796918,45.437089,22.038574
vevoff,-12.806055,45.406834,33.216309
vewgnw,-12.75998,45.55701,34.743164
vewjmg,-12.78828,45.347829,37.134277
vewmvp,-12.7755,45.317618,33.158691
vewpds,-12.80534,45.402515,30.450684
vexbvi,-12.834134,45.308132,38.229004
vexhex,-12.819172,45.433092,22.643555
vexnfl,-12.815214,45.390977,36.097168
vexqgz,-12.815927,45.394576,36.846191
vexuyk,-12.825761,45.362155,25.841309
veyehb,-12.838862,45.376891,37.163086
veynwz,-12.811736,45.423384,37.883301
vezbfm,-12.765314,45.348235,35.43457
vezjvu,-12.834606,45.368258,25.754883
vfaapr,-12.906722,45.676048,19.849121
vfaixg,-12.812112,45.437424,32.668945
vfambh,-12.770611,45.346424,39.035645
vfamji,-12.775655,45.399689,26.647949
vfcfdx,-12.740353,45.418467,33.331543
vfckju,-12.755582,45.440397,38.661133
vfclrb,-12.735392,45.409838,39.95752
vfdqhd,-12.771943,45.306107,35.117676
vfdrcn,-12.795317,45.332695,34.253418
vfdylf,-12.831819,45.389866,23.911133
vfefcu,-12.815959,45.413297,29.240723
vfeqvn,-12.800793,45.430243,38.430664
vfewvv,-12.812444,45.424103,31.257324
vffcqi,-12.764754,45.431023,35.146484
vfgrxq,-12.783989,45.321919,37.940918
vfhawh,-12.815073,45.317533,35.981934
vfhexh,-12.798196,45.359329,25.092285
vfifju,-12.843352,45.323234,43.126465
vfirpb,-12.787723,45.432065,39.438965
vfjtce,-12.797273,45.438169,36.644531
vfjuxc,-12.782156,45.290606,41.657227
vfkndy,-12.79551,45.440692,31.430176
vflodl,-12.829022,45.407153,42.118164
vfmadk,-12.784564,45.445389,34.685547
vfnqny,-12.826564,45.416158,32.121582
vfnxqy,-12.787925,45.346749,40.735352
vfocal,-12.788431,45.432784,31.14209
vfolcz,-12.752207,45.331344,44.797363
vfpdsc,-12.765239,45.3108,38.661133
vfpqof,-12.837069,45.362853,34.022949
vfqdba,-12.76794,45.434258,34.714355
vfqtui,-12.726178,45.394019,40.476074
vfraos,-12.760856,45.424191,33.101074
vfspik,-12.782777,45.432793,32.294434
vftjfj,-12.759783,45.415914,43.040039
vfubhl,-12.759393,45.394679,31.372559
vfuerp,-12.834812,45.294448,38.11377
vfufkg,-12.753985,45.33674,38.084961
vfunfd,-12.795486,45.425572,42.60791
vfuxck,-12.805964,45.356433,29.183105
vfvadv,-12.850148,45.365348,38.545898
vfvevn,-12.800858,45.472003,30.594727
vfvnwi,-12.77925,45.436399,31.718262
vfvwjl,-12.794605,45.329817,35.348145
vfwauq,-12.753212,45.304348,34.685547
vfwhak,-12.761366,45.317648,37.537598
vfwioq,-12.794062,45.419095,35.866699
vfwize,-12.796157,45.404691,37.191895
vfwkei,-12.758202,45.325213,37.624023
vfwtne,-12.84409,45.339075,41.282715
vfyoci,-12.817624,45.35677,33.936523
vfzdkj,-12.846343,45.411803,34.195801
vfzxjf,-12.759825,45.44183,41.196289
vfzyri,-12.819049,45.362528,27.137695
vgalfj,-12.8382,45.402096,35.607422
vgbbxr,-12.846882,45.321786,42.319824
vgbent,-12.799232,45.346727,38.31543
vgbhsw,-12.758048,45.435714,32.812988
vgbzvn,-12.80748,45.414032,30.969238
vgcdoh,-12.772825,45.397534,35.290527
vgcewf,-12.807045,45.628596,36.67334
vgcipg,-12.794751,45.409014,31.54541
vgcjuz,-12.808724,45.322587,39.95752
vgcsyy,-12.844536,45.388403,44.538086
vgcwme,-12.827986,45.421196,30.854004
vgcybr,-12.781206,45.344243,30.220215
vgdjdl,-12.793584,45.591169,39.438965
vgdncz,-12.783817,45.420192,23.911133
vgdnks,-12.829625,45.350266,37.220703
vgdqtp,-12.837464,45.385535,45.805664
vgeayx,-12.812293,45.34058,36.558105
vgecsq,-12.776189,45.308977,35.117676
vgehvm,-12.829049,45.422995,28.290039
vgerwm,-12.808073,45.350669,24.228027
vgetpn,-12.798145,45.333409,24.977051
vgevbd,-12.806082,45.423394,28.088379
vgevps,-12.779504,45.378444,33.129883
vgewyd,-12.799356,45.415846,31.74707
vgfqtu,-12.821651,45.437049,29.355957
vgfusf,-12.815305,45.445699,25.726074
vggcxu,-12.795114,45.414413,35.088867
vggkfs,-12.838445,45.343407,41.16748
vggunt,-12.835048,45.418304,32.063965
vghctr,-12.826091,45.349553,30.479492
vghgrq,-12.822859,45.323277,37.940918
vghhve,-12.789609,45.306068,21.001465
vghmhu,-12.770766,45.434253,32.524902
vghmuc,-12.799732,45.429165,32.928223
vghnxr,-12.806805,45.433473,34.253418
vghohj,-12.791254,45.430619,34.483887
vghpqw,-12.81105,45.436346,36.212402
vghrhj,-12.782796,45.444312,34.82959
vghumy,-12.783802,45.411553,28.635742
vghwxt,-12.804653,45.414036,37.595215
vgidlx,-12.783805,45.412993,42.694336
vgihjb,-12.767211,45.420581,34.42627
vgimsk,-12.81273,45.384861,26.849609
vgitpg,-12.805628,45.624277,37.768066
vgjagp,-12.832227,45.421909,31.487793
vgjkcr,-12.823388,45.418684,38.430664
vgjouy,-12.795465,45.413332,26.01416
vgjufk,-12.840898,45.332961,36.068359
vgjuza,-12.793705,45.417295,30.133789
vgjzla,-12.803784,45.326197,26.129395
vgkhnu,-12.75644,45.327736,26.244629
vgknwt,-12.780672,45.442156,33.734863
vgkqay,-12.850502,45.365707,40.879395
vgkxrl,-12.822883,45.335518,37.019043
vglayb,-12.759761,45.402957,35.088867
vglgow,-12.788407,45.418385,30.681152
vglhvr,-12.791937,45.416219,29.874512
vglipk,-12.805012,45.417276,28.520508
vglnbz,-12.829995,45.358546,36.558105
vglnlb,-12.748447,45.708551,24.285645
vgmaps,-12.785029,45.312198,36.817383
vgmckn,-12.779869,45.667857,19.87793
vgmgdl,-12.803888,45.380198,38.574707
vgmhzl,-12.745622,45.712151,24.57373
vgmjue,-12.77035,45.396459,30.537109
vgmtuu,-12.837157,45.411819,33.38916
vgnhpd,-12.728254,45.369543,39.150879
vgnpeb,-12.721337,45.355341,7.331787
vgnqbu,-12.75381,45.436441,40.937012
vgnzzu,-12.833182,45.3625,30.825195
vgodtg,-12.860903,45.353984,8.368896
vgojfr,-12.808856,45.392429,29.29834
vgorcv,-12.783814,45.418752,34.397461
vgotma,-12.794596,45.325497,25.783691
vgoycj,-12.814566,45.42554,28.722168
vgpanz,-12.7593,45.344288,41.109863
vgpbjm,-12.783486,45.434232,29.644043
vgpcdl,-12.784159,45.413352,31.660645
vgpchh,-12.807848,45.423031,29.90332
vgpeko,-12.785402,45.321916,36.27002
vgpkal,-12.776199,45.314016,34.714355
vgpkza,-12.782058,45.424875,30.565918
vgprew,-12.862937,45.404212,32.553711
vgqbdi,-12.779029,45.31545,34.714355
vgqbot,-12.824462,45.426963,31.430176
vgqcvj,-12.73453,45.326343,40.303223
vgqfim,-12.795346,45.347095,27.166504
vgqjam,-12.764241,45.341398,37.307129
vgqkku,-12.791235,45.4191,39.669434
vgqrio,-12.824399,45.39024,35.63623
vgqvae,-12.819407,45.365047,32.294434
vgrjtg,-12.849739,45.336903,18.869629
vgrkvf,-12.807475,45.411151,27.800293
vgrspm,-12.785758,45.322995,34.339844
vgscri,-12.839836,45.331883,37.595215
vgshpo,-12.767985,45.463774,28.89502
vgsutx,-12.809255,45.418709,39.237305
vgsyvn,-12.836111,45.420102,24.141602
vgtnsv,-12.802334,45.3082,38.401855
vgtzyg,-12.790912,45.437459,33.475586
vgubgz,-12.772468,45.395735,37.624023
vgulfe,-12.782211,45.316523,30.133789
vgunor,-12.810814,45.308182,38.978027
vguwso,-12.843151,45.404248,32.668945
vgvaoi,-12.752428,45.456599,20.598145
vgvetf,-12.804439,45.300996,33.446777
vgvwqz,-12.731215,45.448715,21.174316
vgwptp,-12.786503,45.442326,23.118896
vgwrvy,-12.790396,45.583613,31.689453
vgxaxr,-12.811714,45.410424,28.145996
vgxnbe,-12.8073,45.31755,35.578613
vgxnws,-12.763531,45.33996,35.175293
vgxrez,-12.821975,45.418687,29.90332
vgxszy,-12.792674,45.434937,33.043457
vgyljx,-12.813411,45.371179,30.364258
vgyszl,-12.788424,45.428464,31.94873
vhaeqb,-12.794065,45.421255,22.614746
vhafvm,-12.793741,45.438895,37.969727
vhajgv,-12.779226,45.422,32.928223
vhakrv,-12.777093,45.414084,31.775879
vhanef,-12.774298,45.433527,32.467285
vhbakc,-12.784929,45.452948,32.467285
vhbwux,-12.818635,45.331207,38.92041
vhcuco,-12.788078,45.433144,32.323242
vhdaty,-12.734109,45.293592,39.698242
vhdazy,-12.794108,45.447894,29.471191
vhdfhg,-12.752303,45.381734,34.368652
vhdjxm,-12.762996,45.436426,39.727051
vhdqeq,-12.808213,45.429871,26.878418
vhdsmy,-12.795451,45.404693,36.442871
vhedfx,-12.835222,45.321451,35.146484
vheqmf,-12.781348,45.422716,31.54541
vhfgnl,-12.871215,45.299049,35.780273
vhfyww,-12.813154,45.426262,30.393066
vhgefv,-12.798161,45.341329,35.693848
vhhamf,-12.770566,45.324107,36.903809
vhhelx,-12.851844,45.328977,37.710449
vhhkvg,-12.789093,45.406144,37.883301
vhidon,-12.794886,45.294897,40.620117
vhiloj,-12.768296,45.436057,27.483398
vhiqyr,-12.84777,45.419722,31.314941
vhiruf,-12.699547,45.324617,47.130859
vhkitt,-12.822944,45.367201,29.644043
vhklvd,-12.762278,45.429228,29.125488
vhmczu,-12.713462,45.396202,38.459473
vhmspb,-12.765487,45.44758,40.389648
vhmxqo,-12.791797,45.339182,30.277832
vhmzmb,-12.83899,45.453222,37.393555
vhormx,-12.806805,45.433473,29.874512
vhptza,-12.757328,45.427077,32.697754
vhqamd,-12.812995,45.338419,30.162598
vhqhxd,-12.759457,45.432832,22.441895
vhqnmc,-12.802515,45.40324,26.763184
vhrcok,-12.815079,45.320413,41.16748
vhrewk,-12.760899,45.450827,22.787598
vhrgyf,-12.787435,45.628074,12.200439
vhrhrw,-12.839915,45.372929,40.591309
vhscxj,-12.755918,45.429239,29.413574
vhsgpn,-12.822149,45.321839,38.229004
vhshsa,-12.76138,45.324127,37.652832
vhslmz,-12.767791,45.592276,39.294922
vhsmjb,-12.815939,45.401776,27.800293
vhstxd,-12.807316,45.32547,36.615723
vhtesk,-12.792681,45.439256,32.640137
vhtjqc,-12.815596,45.407897,35.146484
vhtjzh,-12.845965,45.397041,38.430664
vhtkzo,-12.831477,45.396708,37.940918
vhtncx,-12.807794,45.39135,38.200195
vhtogj,-12.801811,45.404681,30.10498
vhtrgf,-12.794342,45.648767,38.862793
vhtvtm,-12.805373,45.421955,30.277832
vhucdz,-12.769711,45.437494,31.055664
vhudpq,-12.73989,45.356924,38.430664
vhuemg,-12.79905,45.445006,38.229004
vhumoh,-12.771428,45.406895,33.446777
vhuwox,-12.854748,45.3693,40.303223
vhvbff,-12.745951,45.386065,35.405762
vhwjqw,-12.789289,45.322268,31.631836
vhxrhg,-12.755523,45.404404,40.96582
vhysnh,-12.786808,45.318313,38.92041
vhzkar,-12.826518,45.389516,24.977051
vhznkp,-12.784678,45.313278,39.784668
vhzpht,-12.820478,45.371166,40.850586
vhzvfc,-12.861009,45.318156,40.072754
vhzvwv,-12.789641,45.321187,36.154785
viacns,-12.794711,45.385975,25.380371
viafff,-12.809182,45.376948,30.249023
viahuq,-12.821557,45.381604,33.38916
viajop,-12.833123,45.332257,39.237305
vialjr,-12.799008,45.419086,28.549316
viaywy,-12.813138,45.416902,30.796387
vibjof,-12.78078,45.307887,38.31543
vibkdd,-12.772329,45.322304,37.624023
vicazy,-12.814724,45.319334,32.323242
vichia,-12.799695,45.406845,28.952637
vicvqv,-12.760757,45.367321,35.117676
vicwxj,-12.763315,45.415188,26.042969
viczuk,-12.794086,45.434214,34.42627
vidckf,-12.818039,45.390252,30.277832
videhq,-12.810598,45.378385,28.750977
vidgob,-12.820141,45.380167,37.191895
vidvkl,-12.781681,45.410837,27.541016
vidxto,-12.782045,45.416956,27.166504
vidydk,-12.79764,45.447168,42.723145
vidyss,-12.724993,45.327442,46.439453
viefme,-12.791957,45.428458,22.72998
viexnu,-12.803429,45.325118,34.166992
vifhxm,-12.797933,45.410088,24.948242
vifmxx,-12.804797,45.303515,29.90332
vifpcv,-12.796914,45.434929,30.681152
vifseu,-12.781485,45.307166,38.833984
vifwua,-12.770194,45.528562,32.98584
vigemn,-12.819487,45.41041,23.018066
vigjub,-12.844062,45.324673,41.397949
vigokt,-12.813834,45.41042,29.70166
vigwjh,-12.820858,45.385926,23.651855
vigxin,-12.781143,45.312566,37.998535
vihkjo,-12.774991,45.424887,33.446777
vihnta,-12.779933,45.421999,29.183105
vihpta,-12.822184,45.33912,40.476074
vihrmy,-12.83059,45.303099,30.969238
vihudn,-12.785478,45.613136,40.620117
vihvsj,-12.831716,45.33514,38.084961
vihyiz,-12.845686,45.44205,33.504395
vihzpk,-12.826432,45.343432,23.479004
viincm,-12.800413,45.414044,36.730957
viivnw,-12.767666,45.288838,37.940918
viiyfn,-12.763996,45.400069,38.084961
vijchb,-12.813278,45.303497,41.311523
vijfpn,-12.779229,45.42344,33.38916
vijjnf,-12.794784,45.428453,32.063965
vijmoe,-12.804868,45.338075,34.166992
vijnrd,-12.808762,45.342027,34.82959
vijoew,-12.83222,45.417589,34.253418
vijvok,-12.801824,45.412601,34.368652
vikafi,-12.764925,45.329878,37.768066
vikebt,-12.774462,45.328779,36.183594
vikmcp,-12.811912,45.32654,27.598633
vikmiu,-12.780403,45.296729,36.558105
vikpit,-12.809114,45.340947,34.512695
vikvrd,-12.779125,45.364406,36.097168
vikwme,-12.775589,45.362973,36.27002
vileum,-12.81518,45.372256,24.458496
villkz,-12.743705,45.320565,34.599121
vilmnt,-12.791279,45.446458,33.734863
viluds,-12.728536,45.332473,39.583008
vimqjb,-12.800432,45.425564,38.171387
vimtjb,-12.742803,45.404427,36.125977
vimxfv,-12.892484,45.332134,40.504883
vimylk,-12.775182,45.335256,34.973633
vioibt,-12.697457,45.339735,34.973633
viovag,-12.82924,45.334065,22.32666
vipcgh,-12.786316,45.436387,24.516113
viqfgq,-12.750794,45.331347,37.422363
viqnye,-12.766397,45.360111,33.504395
viqzkg,-12.838903,45.399935,45.459961
vireuz,-12.779913,45.40976,31.603027
virfiw,-12.79774,45.30785,38.891602
virlmv,-12.840224,45.349525,41.311523
viswsa,-12.742098,45.405148,37.451172
vitelf,-12.8201,45.357845,34.080566
vittgz,-12.835007,45.394541,31.084473
viuhgd,-12.805257,45.356435,27.512207
viuqgl,-12.810651,45.408626,32.78418
viuraf,-12.781381,45.443595,36.558105
vivbiy,-12.79479,45.432053,41.455566
vivjcz,-12.874242,45.402752,32.668945
vivyka,-12.777855,45.44792,27.85791
viwmop,-12.720067,45.338249,42.348633
viwpwo,-12.80531,45.385235,32.409668
viwqjm,-12.766787,45.379907,37.739258
viwtul,-12.593504,44.929529,39.842285
vixixg,-12.766532,45.43786,38.689941
vixpww,-12.785636,45.452947,29.644043
vixszl,-12.862915,45.68544,17.429199
viydgq,-12.817424,45.444976,32.409668
viyeaf,-12.762607,45.41447,38.31543
vizjmq,-12.764398,45.429224,23.709473
vizvlj,-12.815043,45.303133,39.438965
vjafdc,-12.823189,45.312116,39.352539
vjalxx,-12.782629,45.590101,38.661133
vjanat,-12.772899,45.442169,33.850098
vjatox,-12.773079,45.580392,38.632324
vjaurn,-12.789127,45.426303,30.335449
vjawlo,-12.785586,45.421989,32.294434
vjbfpa,-12.789862,45.444301,28.145996
vjbqry,-12.792661,45.427017,33.734863
vjbubv,-12.772836,45.404013,35.117676
vjbwqs,-12.75371,45.378132,37.07666
vjcpzh,-12.819415,45.369368,25.956543
vjcvff,-12.779279,45.455117,25.61084
vjdezy,-12.782441,45.443233,24.717773
vjdnld,-12.795468,45.414772,31.199707
vjedus,-12.804691,45.437077,31.14209
vjelac,-12.781315,45.403278,34.138184
vjeovj,-12.784377,45.57174,37.883301
vjexbe,-12.802047,45.340961,37.854492
vjfdlq,-12.81597,45.419777,39.496582
vjffia,-12.837837,45.396696,29.989746
vjhrqk,-12.799214,45.436546,27.728271
vjjfqo,-12.80679,45.424113,38.056152
vjjkrl,-12.79938,45.430245,37.969727
vjkbui,-12.809592,45.408988,36.846191
vjkewb,-12.798341,45.443567,33.158691
vjkhee,-12.261946,45.865806,15.556641
vjkxff,-12.831375,45.341261,38.978027
vjkzxc,-12.821269,45.419408,31.458984
vjlikn,-12.776967,45.581468,40.15918
vjmbdo,-12.81658,45.365053,28.779785
vjmbpr,-12.799714,45.418365,25.898926
vjmozw,-12.80362,45.430238,28.520508
vjmrff,-12.81386,45.426261,29.586426
vjnpbq,-12.795266,45.307496,38.344238
vjnrlk,-12.779768,45.331287,32.409668
vjntnd,-12.852266,45.364624,38.373047
vjoppz,-12.731336,45.319511,43.84668
vjovww,-12.824757,45.392759,29.211914
vjozmc,-12.922654,45.732584,23.334961
vjpcwz,-12.751276,45.400092,35.204102
vjpeen,-12.830457,45.420112,30.825195
vjphze,-12.798333,45.438527,30.969238
vjpvwe,-12.740328,45.403351,40.76416
vjqvhe,-12.792218,45.644449,31.430176
vjreth,-12.759627,45.330969,40.389648
vjrgqs,-12.777124,45.432803,26.071777
vjrqcr,-12.765221,45.302162,40.620117
vjsxgy,-12.794916,45.309296,34.512695
vjtmtz,-12.790891,45.4245,42.348633
vjtrvm,-12.830607,45.311019,37.652832
vjtvis,-12.784758,45.353595,37.652832
vjtysx,-12.837743,45.345569,37.710449
vjuhuc,-12.81103,45.424106,29.586426
vjusvw,-12.776409,45.427764,40.533691
vjuuew,-12.763517,45.332761,37.422363
vjvaas,-12.862798,45.329314,40.620117
vjvrip,-12.838481,45.36213,39.150879
vjvzap,-12.818087,45.418333,28.664551
vjxgyu,-12.824652,45.336595,30.018555
vjxjbx,-12.818978,45.326526,38.084961
vjxnud,-12.82075,45.329042,37.825684
vjxrax,-12.752355,45.411248,36.327637
vjxxgg,-12.774967,45.410489,31.257324
vjxzvv,-12.802926,45.438159,35.261719
vjyavl,-12.794628,45.341336,25.956543
vjybyv,-12.79969,45.403965,32.352051
vjydwn,-12.81011,45.402327,23.954346
vjyjkr,-12.857503,45.331846,41.513184
vjynej,-12.821837,45.342361,25.639648
vjyxtc,-12.808898,45.416909,32.467285
vjzafm,-12.802012,45.323681,33.245117
vjzcyv,-12.782175,45.299245,31.977539
vjzdtu,-12.789122,45.423423,35.866699
vjzjvk,-12.786337,45.449346,33.619629
vjzukx,-12.807505,45.429152,34.483887
vjzwen,-12.826578,45.424799,39.093262
vjzzlg,-12.814669,45.293413,25.870117
vkaaui,-12.799587,45.587203,33.245117
vkaclj,-12.779978,45.450076,42.60791
vkafzo,-12.842834,45.426212,38.747559
vkakeq,-12.844433,45.333673,38.545898
vkargj,-12.812107,45.434544,28.174805
vkarzv,-12.739756,45.2907,32.899414
vkbeps,-12.730307,45.562803,44.768555
vkboxw,-12.768636,45.427777,32.063965
vkbtqq,-12.828704,45.428396,31.660645
vkbvse,-12.809609,45.419068,23.306152
vkbwdr,-12.809257,45.420149,30.133789
vkbxhs,-12.770723,45.408336,33.677246
vkbyta,-12.761565,45.42563,40.821777
vkccll,-12.761384,45.326286,34.771973
vkcezl,-12.791734,45.308223,35.117676
vkcfri,-12.812086,45.421584,32.899414
vkchld,-12.827964,45.408235,39.093262
vkdeis,-12.81623,45.366854,36.356445
vkdfky,-12.800691,45.371204,34.858398
vkdgcn,-12.772181,45.434971,33.850098
vkdplp,-12.772364,45.339582,37.508789
vkdqfz,-12.816555,45.352092,25.726074
vkducu,-12.833163,45.352419,32.092773
vkeodh,-12.84918,45.417559,28.606934
vkertd,-12.780511,45.350004,22.441895
vkfahr,-12.864951,45.345874,31.113281
vkfsel,-12.869279,45.393398,34.455078
vkfxvj,-12.761899,45.413751,39.525391
vkgnxa,-12.827609,45.407156,34.973633
vkgqjy,-12.761414,45.575725,42.579102
vkguah,-12.844217,45.408206,31.94873
vkgyea,-12.829725,45.404992,23.853516
vkhjsf,-12.80504,45.434556,32.438477
vkhlfi,-12.868632,45.428689,36.241211
vkhlxq,-12.750905,45.390375,23.018066
vkhstz,-12.745159,45.340717,37.940918
vkhyab,-12.836122,45.427303,39.928711
vkinuf,-12.786463,45.322274,38.430664
vkismh,-12.818062,45.403212,34.253418
